Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_Bar,Product_Count,Maintenance_Flag
22-02-2025 10:00,M03,69.65,3.97,8.37,135,0
22-02-2025 11:00,M01,74.51,3.27,7.32,114,0
22-02-2025 12:00,M05,66.53,4.45,6.97,105,0
22-02-2025 13:00,M01,55.02,3.68,7.38,147,0
22-02-2025 14:00,M02,76.6,3.02,7.47,113,0
22-02-2025 15:00,M01,79.87,3.29,6.98,95,0
22-02-2025 16:00,M01,77.1,5.39,5.91,121,0
22-02-2025 17:00,M04,59.4,4.31,9.37,84,0
22-02-2025 18:00,M03,72.19,4.09,9.16,140,1
22-02-2025 19:00,M05,57.25,3.8,6.47,123,0
22-02-2025 20:00,M01,85.96,4.23,8.16,114,1
22-02-2025 21:00,M05,66.31,4.22,6.92,80,0
22-02-2025 22:00,M01,85.04,4.23,7.69,122,0
22-02-2025 23:00,M02,82.57,4.09,7.59,111,0
23-02-2025 00:00,M01,67.8,4.7,7.49,142,0
23-02-2025 01:00,M04,65.94,4.02,10.4,112,0
23-02-2025 02:00,M03,77.8,3.22,7.47,145,0
23-02-2025 03:00,M02,68.25,3.51,7.03,109,0
23-02-2025 04:00,M01,75.82,2.42,7.08,89,0
23-02-2025 05:00,M05,71.14,5.62,9.25,102,0
23-02-2025 06:00,M02,60.75,4.69,6.02,118,0
23-02-2025 07:00,M02,57.16,3.34,7.08,124,0
23-02-2025 08:00,M01,76.81,3.77,9.74,108,0
23-02-2025 09:00,M02,70.51,3.49,8.29,109,0
23-02-2025 10:00,M05,70.58,5.23,8.23,113,0
23-02-2025 11:00,M02,80.57,2.86,10.56,131,0
23-02-2025 12:00,M05,84.39,4.09,8.3,101,0
23-02-2025 13:00,M01,72.82,3.91,7.15,84,1
23-02-2025 14:00,M03,72.28,4.66,7.66,90,0
23-02-2025 15:00,M02,79,3.92,6.64,111,0
23-02-2025 16:00,M03,64.14,2.59,9.51,103,0
23-02-2025 17:00,M05,76.79,3.8,8.69,90,0
23-02-2025 18:00,M02,79.42,3.22,9.35,90,1
23-02-2025 19:00,M04,80.44,4.06,9.46,96,0
23-02-2025 20:00,M03,59.51,5.15,7.5,111,0
23-02-2025 21:00,M02,68.91,2.61,6.87,106,0
23-02-2025 22:00,M03,67.97,3.36,7.94,111,0
23-02-2025 23:00,M02,75.8,3.56,6.95,140,0
24-02-2025 00:00,M01,78.85,3.69,8.2,104,0
24-02-2025 01:00,M03,86.97,4.59,9.36,143,0
24-02-2025 02:00,M04,71.04,3.86,7.8,143,0
24-02-2025 03:00,M04,71.02,4.33,8.18,107,0
24-02-2025 04:00,M05,84.2,3.5,7.89,119,0
24-02-2025 05:00,M02,77.37,4.18,8.96,93,0
24-02-2025 06:00,M03,85.14,4.62,7.2,121,0
24-02-2025 07:00,M05,77.31,3.41,5.36,118,0
24-02-2025 08:00,M03,65.74,4.63,8.57,81,0
24-02-2025 09:00,M02,64.33,4.04,9.19,80,0
24-02-2025 10:00,M04,62.59,4.84,8.54,111,0
24-02-2025 11:00,M01,80.3,3.84,7.23,143,0
24-02-2025 12:00,M04,84.51,4.3,6.64,110,0
24-02-2025 13:00,M05,89.79,3.97,8.59,137,1
24-02-2025 14:00,M01,81.74,3.92,8.17,93,0
24-02-2025 15:00,M05,84.3,4.21,7.85,148,0
24-02-2025 16:00,M02,70.36,4.43,10.19,95,0
24-02-2025 17:00,M01,65.75,3,6.86,148,0
24-02-2025 18:00,M05,81.8,5.15,10.13,133,0
24-02-2025 19:00,M02,78.34,2.51,8.04,92,0
24-02-2025 20:00,M04,75.86,3.45,5.8,110,0
24-02-2025 21:00,M02,78.1,3.92,7.78,148,0
24-02-2025 22:00,M03,77.59,4.33,9.15,100,0
24-02-2025 23:00,M02,85.27,5.26,7.56,109,0
25-02-2025 00:00,M02,85.36,2.51,6.23,102,0
25-02-2025 01:00,M03,79.35,3.59,7.8,117,0
25-02-2025 02:00,M05,81.77,2.3,6.97,108,0
25-02-2025 03:00,M05,79.11,4.03,8.59,111,0
25-02-2025 04:00,M02,71.31,4.22,8.93,141,0
25-02-2025 05:00,M03,81.05,5.27,6.73,124,0
25-02-2025 06:00,M03,63.84,4.1,7.15,128,0
25-02-2025 07:00,M04,83.43,4.84,8.91,112,0
25-02-2025 08:00,M05,65.44,4.47,6.97,83,0
25-02-2025 09:00,M01,77.29,3.65,6.7,97,0
25-02-2025 10:00,M05,68.24,2.87,6.59,149,0
25-02-2025 11:00,M05,79.43,4.22,8.42,143,0
25-02-2025 12:00,M04,74.73,2.81,8.37,107,0
25-02-2025 13:00,M01,62.24,5.04,7.18,137,0
25-02-2025 14:00,M04,78.37,3.87,8.01,135,0
25-02-2025 15:00,M01,70.38,4.96,9.83,99,0
25-02-2025 16:00,M02,82.05,3.62,6.83,113,0
25-02-2025 17:00,M01,75.01,4.22,5.66,89,0
25-02-2025 18:00,M04,78.16,4.17,8.55,101,0
25-02-2025 19:00,M05,67.34,3.96,7.87,84,0
25-02-2025 20:00,M01,70.29,3.65,7.15,123,0
25-02-2025 21:00,M01,71.33,4.31,8.78,88,0
25-02-2025 22:00,M03,81.85,3.26,9.01,122,1
25-02-2025 23:00,M05,88.42,3.03,5.35,83,0
26-02-2025 00:00,M02,68.56,4.99,7.22,121,0
26-02-2025 01:00,M04,83.61,4.58,10.78,144,0
26-02-2025 02:00,M02,57.64,4.05,8.7,120,0
26-02-2025 03:00,M05,65.45,5.33,8.81,143,0
26-02-2025 04:00,M01,67.33,3.79,9.41,134,0
26-02-2025 05:00,M01,64.18,5.06,8.02,97,0
26-02-2025 06:00,M05,62.33,4.14,8.96,95,0
26-02-2025 07:00,M01,78.3,3.18,8.86,125,0
26-02-2025 08:00,M01,73.29,5.48,8.65,115,0
26-02-2025 09:00,M01,78.04,4.79,7.61,145,0
26-02-2025 10:00,M04,80.52,3.9,8.21,123,0
26-02-2025 11:00,M04,77.12,4.58,7.29,84,0
26-02-2025 12:00,M03,80.26,3.68,8.02,108,0
26-02-2025 13:00,M02,74.44,4.66,6.6,83,0
26-02-2025 14:00,M05,65.5,2.09,7.05,128,0
26-02-2025 15:00,M05,83.46,3.18,7.66,87,0
26-02-2025 16:00,M05,70.29,4.78,6.87,131,0
26-02-2025 17:00,M03,67.52,3.8,7.39,148,0
26-02-2025 18:00,M04,73.58,4.17,7.8,100,0
26-02-2025 19:00,M03,67.7,2.92,8.48,106,0
26-02-2025 20:00,M05,71.66,5.48,9.14,117,0
26-02-2025 21:00,M02,77.75,4.95,7.44,84,0
26-02-2025 22:00,M01,77.79,3.84,9.6,140,0
26-02-2025 23:00,M04,67.82,3.68,9.13,87,0
27-02-2025 00:00,M04,71.1,4.82,8.6,97,0
27-02-2025 01:00,M03,83.59,5.59,8.18,83,0
27-02-2025 02:00,M04,78.97,4.76,8.38,83,0
27-02-2025 03:00,M05,91.6,5.74,9.42,116,0
27-02-2025 04:00,M05,84.44,3.26,9.47,94,0
27-02-2025 05:00,M03,84.15,3.34,9.6,117,0
27-02-2025 06:00,M05,63.9,3.05,8.05,106,0
27-02-2025 07:00,M02,81.11,4.35,8.67,127,0
27-02-2025 08:00,M03,74.58,4.14,9.61,125,0
27-02-2025 09:00,M02,70.59,3.88,7.25,125,0
27-02-2025 10:00,M01,76.34,4.65,7.62,127,1
27-02-2025 11:00,M02,82.56,4.99,8.02,138,0
27-02-2025 12:00,M01,79.01,2.78,9.08,83,0
27-02-2025 13:00,M01,67.97,3.52,9.1,98,0
27-02-2025 14:00,M02,80.94,4.66,7.72,136,0
27-02-2025 15:00,M03,69.9,3.63,6.19,98,0
27-02-2025 16:00,M05,76.73,3.36,8.3,121,0
27-02-2025 17:00,M05,72.57,4.81,6.9,84,0
27-02-2025 18:00,M01,73.25,2.97,6.21,127,0
27-02-2025 19:00,M01,81.13,3.76,6.48,104,0
27-02-2025 20:00,M03,66.68,4.26,8.39,146,0
27-02-2025 21:00,M04,90.56,3.54,9.63,105,0
27-02-2025 22:00,M02,60.43,4.63,8.05,141,0
27-02-2025 23:00,M01,70.22,3.54,8.25,86,0
28-02-2025 00:00,M05,77.96,5.13,9.42,123,0
28-02-2025 01:00,M03,79.67,3.9,6.15,106,0
28-02-2025 02:00,M02,74.2,4.54,8.62,121,0
28-02-2025 03:00,M03,74.54,4.6,7.99,135,0
28-02-2025 04:00,M02,78.28,3.5,8.68,82,0
28-02-2025 05:00,M02,73.15,2.36,7.42,92,0
28-02-2025 06:00,M01,86.15,4.29,7.02,149,0
28-02-2025 07:00,M03,81.71,4.06,8.17,138,0
28-02-2025 08:00,M03,81.98,4.44,9.98,117,0
28-02-2025 09:00,M05,67.27,3.82,9.03,147,0
28-02-2025 10:00,M05,74.36,3.66,7.39,148,0
28-02-2025 11:00,M01,72.6,5.61,6.39,80,0
28-02-2025 12:00,M01,66.96,2.82,5.98,129,0
28-02-2025 13:00,M04,77.88,4.59,9.58,88,0
28-02-2025 14:00,M05,70.7,3.54,6.85,132,0
28-02-2025 15:00,M02,80.24,3.73,7.61,89,0
28-02-2025 16:00,M03,66.44,3.75,9.59,108,0
28-02-2025 17:00,M01,88.75,3.36,6.06,115,0
28-02-2025 18:00,M03,67.83,4.46,9.79,106,0
28-02-2025 19:00,M03,76.75,5.11,7.7,97,0
28-02-2025 20:00,M04,81.33,4.38,6.62,97,0
28-02-2025 21:00,M05,70.43,4.08,7.7,88,0
28-02-2025 22:00,M01,81.82,3.21,7.13,146,0
28-02-2025 23:00,M03,65.17,4.41,8.53,86,0
01-03-2025 00:00,M01,86.62,5.73,7.22,137,0
01-03-2025 01:00,M02,75.11,3.7,5.71,109,0
01-03-2025 02:00,M04,70.23,3.7,7.74,140,0
01-03-2025 03:00,M02,72.61,3.55,6.37,96,0
01-03-2025 04:00,M01,81.47,3.61,8.25,132,0
01-03-2025 05:00,M01,70.32,1.8,6.58,85,0
01-03-2025 06:00,M05,69.01,4.32,7.41,118,0
01-03-2025 07:00,M03,73.23,3.32,8.22,104,0
01-03-2025 08:00,M03,65.58,2.71,7.75,121,0
01-03-2025 09:00,M02,89.56,4.6,8.3,121,0
01-03-2025 10:00,M04,70.47,3.13,8.82,138,0
01-03-2025 11:00,M03,81.65,3.73,6.61,117,0
01-03-2025 12:00,M05,76.68,5.17,7.92,110,0
01-03-2025 13:00,M02,67.12,2.87,4,108,0
01-03-2025 14:00,M02,74.95,2.77,8.3,88,1
01-03-2025 15:00,M05,81.27,4.22,7.64,80,1
01-03-2025 16:00,M04,73.49,4.92,6.82,126,0
01-03-2025 17:00,M05,84.54,2.74,8.38,89,0
01-03-2025 18:00,M04,83.17,4.33,9.41,95,0
01-03-2025 19:00,M05,82.35,4.46,7.43,126,0
01-03-2025 20:00,M05,71.32,2.35,6.87,122,0
01-03-2025 21:00,M01,66.36,4.64,8.2,103,0
01-03-2025 22:00,M02,70.09,4.7,6.4,87,0
01-03-2025 23:00,M05,76.57,3.75,7.21,105,0
02-03-2025 00:00,M05,79.37,5,9.47,86,0
02-03-2025 01:00,M03,57.63,4.91,8.07,94,0
02-03-2025 02:00,M02,74.94,4.08,5.74,127,0
02-03-2025 03:00,M03,76.26,3.64,5.84,82,0
02-03-2025 04:00,M02,72.78,3.22,8.19,95,1
02-03-2025 05:00,M03,85.33,3.97,9.03,93,0
02-03-2025 06:00,M05,78.37,4.46,6.06,82,0
02-03-2025 07:00,M05,85.48,3.74,8.54,149,0
02-03-2025 08:00,M01,73.27,2.24,9.6,110,0
02-03-2025 09:00,M03,82.5,5.01,10.27,96,0
02-03-2025 10:00,M04,88.08,4.15,8.4,128,0
02-03-2025 11:00,M01,85.49,3.7,8.61,82,0
02-03-2025 12:00,M03,66.26,4.69,5.44,134,0
02-03-2025 13:00,M03,72.97,5.22,10.52,119,0
02-03-2025 14:00,M01,72.24,1.76,7.31,145,0
02-03-2025 15:00,M05,78.91,4.35,6.88,119,0
02-03-2025 16:00,M03,80.49,2.86,7.69,109,0
02-03-2025 17:00,M05,68.29,4.4,9.81,104,0
02-03-2025 18:00,M01,75.54,4.1,10.65,86,0
02-03-2025 19:00,M05,58.84,4.51,8.15,129,0
02-03-2025 20:00,M02,86.54,3.6,9.2,80,0
02-03-2025 21:00,M04,70.9,2.5,8.05,123,0
02-03-2025 22:00,M03,75.45,3.64,6.75,128,0
02-03-2025 23:00,M04,72.52,4.33,9.77,86,0
03-03-2025 00:00,M05,84.17,4.81,7.25,82,0
03-03-2025 01:00,M03,52.3,3.06,9.84,80,0
03-03-2025 02:00,M05,74.87,4.82,9.56,130,0
03-03-2025 03:00,M02,74.15,3.48,8.74,117,0
03-03-2025 04:00,M01,71.37,4.29,10.19,122,0
03-03-2025 05:00,M03,88.81,3.59,10.68,134,0
03-03-2025 06:00,M02,67.9,4.15,7.79,136,0
03-03-2025 07:00,M02,81.17,4.71,7.03,132,0
03-03-2025 08:00,M03,77.85,3.02,5.76,112,0
03-03-2025 09:00,M05,85.09,3.46,10.69,141,0
03-03-2025 10:00,M02,69.66,4.15,7.47,90,0
03-03-2025 11:00,M04,69.14,5.92,9.36,131,0
03-03-2025 12:00,M02,83.77,3.31,7.11,80,0
03-03-2025 13:00,M05,78.4,5.63,9.85,93,0
03-03-2025 14:00,M05,62.64,5.6,7.16,100,0
03-03-2025 15:00,M04,70.69,3.92,6.57,113,0
03-03-2025 16:00,M02,78.09,3.76,7.75,93,0
03-03-2025 17:00,M05,81.7,3.45,7.36,119,0
03-03-2025 18:00,M03,69.57,3.95,8.72,114,0
03-03-2025 19:00,M01,51.69,2.87,7.94,121,0
03-03-2025 20:00,M01,79.19,3.94,8.75,99,0
03-03-2025 21:00,M01,65.24,5.2,7.65,139,0
03-03-2025 22:00,M02,58.86,3.51,7.2,88,0
03-03-2025 23:00,M04,52.34,3.81,7.3,112,0
04-03-2025 00:00,M05,81.51,2.64,10.45,128,0
04-03-2025 01:00,M03,76.03,4.3,8.27,147,0
04-03-2025 02:00,M03,73.19,4.21,5.62,83,0
04-03-2025 03:00,M02,86.11,4.05,7.38,127,0
04-03-2025 04:00,M01,80.1,3.83,8.12,95,0
04-03-2025 05:00,M02,87.93,3.77,10.21,126,0
04-03-2025 06:00,M04,63.86,4.4,9.23,105,0
04-03-2025 07:00,M04,74.72,3.98,6.89,149,0
04-03-2025 08:00,M05,62.07,4.25,10.9,116,0
04-03-2025 09:00,M05,73.16,4.17,7.96,101,0
04-03-2025 10:00,M04,73.01,4.9,9.5,86,0
04-03-2025 11:00,M04,80.01,4.54,6.61,121,0
04-03-2025 12:00,M04,75.36,4.15,5.12,109,0
04-03-2025 13:00,M02,79.99,5.21,6.31,85,0
04-03-2025 14:00,M04,80.63,4.34,4.1,103,0
04-03-2025 15:00,M03,92.24,5.04,10.53,145,0
04-03-2025 16:00,M01,72.48,4.49,8.26,119,0
04-03-2025 17:00,M04,67.47,2.53,6.89,94,0
04-03-2025 18:00,M01,76.97,5.04,8.54,132,0
04-03-2025 19:00,M02,68.58,4.11,8.23,84,0
04-03-2025 20:00,M01,86.86,3.96,8.75,115,0
04-03-2025 21:00,M02,72.73,4.23,9.45,125,0
04-03-2025 22:00,M03,70.48,3.72,7.65,102,1
04-03-2025 23:00,M02,71.23,4.18,6.94,124,0
05-03-2025 00:00,M02,80.75,3.53,8.99,89,1
05-03-2025 01:00,M05,73.74,5.02,8.96,133,0
05-03-2025 02:00,M04,69.87,3.91,8.12,149,0
05-03-2025 03:00,M04,88.32,3.69,10.61,111,0
05-03-2025 04:00,M03,68.15,3.26,7.47,122,0
05-03-2025 05:00,M03,75.28,4.22,6.92,94,0
05-03-2025 06:00,M04,80.22,4.15,8.5,145,0
05-03-2025 07:00,M05,61.95,4.31,7.19,94,0
05-03-2025 08:00,M04,78.84,3.18,8.59,99,0
05-03-2025 09:00,M05,66.56,2.72,7,129,0
05-03-2025 10:00,M03,81.58,4.5,7.52,85,0
05-03-2025 11:00,M01,67.3,5.19,10.27,96,0
05-03-2025 12:00,M03,80.54,3.18,7.51,105,0
05-03-2025 13:00,M03,83.85,5.27,7.04,101,0
05-03-2025 14:00,M02,81.89,4.23,9.4,143,0
05-03-2025 15:00,M02,77.01,3.99,6.74,137,0
05-03-2025 16:00,M02,73.15,3.68,7.17,116,0
05-03-2025 17:00,M02,70.39,2.89,8.69,107,0
05-03-2025 18:00,M05,86.77,4.79,9.13,128,0
05-03-2025 19:00,M04,69.4,3.38,9.46,146,0
05-03-2025 20:00,M01,66.7,3.38,7.1,146,1
05-03-2025 21:00,M03,80.32,4.79,8.72,120,0
05-03-2025 22:00,M05,68.63,2.49,7.44,125,0
05-03-2025 23:00,M01,67.4,2.78,7.27,134,0
06-03-2025 00:00,M05,63.45,3.99,9.44,90,0
06-03-2025 01:00,M05,71.14,4.23,7.34,105,0
06-03-2025 02:00,M03,74.34,4.39,8.33,92,0
06-03-2025 03:00,M04,76.94,3.76,8.19,115,0
06-03-2025 04:00,M02,82.61,6.02,6.72,143,0
06-03-2025 05:00,M04,79.22,3.82,9.16,130,0
06-03-2025 06:00,M03,73.47,3.82,8.67,101,0
06-03-2025 07:00,M03,73.41,3.36,5.62,139,0
06-03-2025 08:00,M03,79.08,4.1,8.33,81,0
06-03-2025 09:00,M01,85.18,4.49,7.07,135,0
06-03-2025 10:00,M04,76.01,4.96,9.32,119,0
06-03-2025 11:00,M04,71.25,2.81,6.27,107,0
06-03-2025 12:00,M05,67.06,3.8,7.57,82,0
06-03-2025 13:00,M05,63.44,4.36,8.43,142,0
06-03-2025 14:00,M05,80.33,4.47,8.07,102,0
06-03-2025 15:00,M03,79.62,4.01,8.92,134,0
06-03-2025 16:00,M04,79.62,4.43,6.18,111,0
06-03-2025 17:00,M03,73.97,3.35,9.98,107,0
06-03-2025 18:00,M01,86.26,5.25,8.63,87,1
06-03-2025 19:00,M05,71.13,4.79,9.63,82,0
06-03-2025 20:00,M03,82.64,2.92,9.05,132,0
06-03-2025 21:00,M03,74.69,3.14,7.99,108,0
06-03-2025 22:00,M01,70.13,3.16,6.46,138,0
06-03-2025 23:00,M02,79.74,4.54,7.32,103,0
07-03-2025 00:00,M04,78.28,2.97,9.91,117,0
07-03-2025 01:00,M02,77.86,3.74,9.66,107,0
07-03-2025 02:00,M05,75.65,4.36,7.26,141,0
07-03-2025 03:00,M03,74.7,3.95,4.62,130,0
07-03-2025 04:00,M01,94.11,4.21,7.74,86,0
07-03-2025 05:00,M01,84.47,3.15,7.65,102,0
07-03-2025 06:00,M04,80.78,4.48,7.7,125,0
07-03-2025 07:00,M02,75.89,3.51,8.63,107,0
07-03-2025 08:00,M04,83.06,3.74,9.05,103,0
07-03-2025 09:00,M03,79.14,4.19,9.19,86,0
07-03-2025 10:00,M04,75.21,4.08,8.53,128,0
07-03-2025 11:00,M01,72.57,4.02,5.84,82,0
07-03-2025 12:00,M01,74.35,3.4,7.59,81,0
07-03-2025 13:00,M05,49.64,3.76,10.76,86,0
07-03-2025 14:00,M05,76.68,4,8.45,100,0
07-03-2025 15:00,M03,71.09,2.9,8.44,88,0
07-03-2025 16:00,M02,87.74,3.63,8.43,91,0
07-03-2025 17:00,M04,75.15,4.31,8.5,103,0
07-03-2025 18:00,M03,65.49,2.98,5.14,112,0
07-03-2025 19:00,M05,74.6,4.93,7.71,122,0
07-03-2025 20:00,M04,66.63,5.02,7.95,84,0
07-03-2025 21:00,M05,78.79,3,9.54,93,0
07-03-2025 22:00,M04,77.33,5.09,8.06,115,0
07-03-2025 23:00,M02,82.66,3.89,6.02,114,0
08-03-2025 00:00,M03,68.67,4.33,8.52,129,0
08-03-2025 01:00,M04,75.27,3.6,7.04,90,0
08-03-2025 02:00,M01,64.08,4.74,6.54,103,0
08-03-2025 03:00,M01,80.61,4.32,7,123,0
08-03-2025 04:00,M04,79.15,3.35,8.65,130,0
08-03-2025 05:00,M04,78.97,3.07,9.51,96,0
08-03-2025 06:00,M04,75.01,2.83,8.58,149,0
08-03-2025 07:00,M01,78.32,4.15,8.76,87,0
08-03-2025 08:00,M01,87.83,4.46,8.57,107,1
08-03-2025 09:00,M04,72.72,4.52,8.12,91,0
08-03-2025 10:00,M05,76.11,3.91,8.84,122,0
08-03-2025 11:00,M05,66.31,3.07,5.1,116,0
08-03-2025 12:00,M02,68.05,3.45,8.13,142,0
08-03-2025 13:00,M03,75.78,4.92,6.75,142,0
08-03-2025 14:00,M05,83.83,3.61,9.4,89,0
08-03-2025 15:00,M01,72.95,4.11,7.82,116,0
08-03-2025 16:00,M05,73.11,3.14,8.04,90,0
08-03-2025 17:00,M02,71.74,4.27,6.19,98,0
08-03-2025 18:00,M02,70.72,3.63,9.22,131,0
08-03-2025 19:00,M03,77.36,4.84,8.75,97,0
08-03-2025 20:00,M05,63.02,4.62,8.67,111,0
08-03-2025 21:00,M01,85.25,3.6,7.02,102,0
08-03-2025 22:00,M01,69.68,3.9,7.07,91,0
08-03-2025 23:00,M04,80.78,3.56,8.27,137,0
09-03-2025 00:00,M01,64.84,2.86,7.17,100,0
09-03-2025 01:00,M03,80.35,3.31,8.52,100,0
09-03-2025 02:00,M03,80.38,4.16,5.41,108,0
09-03-2025 03:00,M01,78.07,4.26,7.41,126,0
09-03-2025 04:00,M01,67.04,4.12,10.16,91,0
09-03-2025 05:00,M04,77,3.76,8.53,137,0
09-03-2025 06:00,M01,65.54,4.75,8.2,120,0
09-03-2025 07:00,M04,72.98,4.05,10.38,98,0
09-03-2025 08:00,M04,83.24,4.56,5.2,91,0
09-03-2025 09:00,M01,81.37,2.58,7.02,102,0
09-03-2025 10:00,M02,75.12,0.86,7.52,84,0
09-03-2025 11:00,M02,67.2,4.23,9.03,105,0
09-03-2025 12:00,M04,80.16,2.86,9.05,142,0
09-03-2025 13:00,M01,75.16,3.83,6.96,131,0
09-03-2025 14:00,M02,56.44,3.76,9.2,89,1
09-03-2025 15:00,M01,81.26,5.27,7.52,118,0
09-03-2025 16:00,M01,74.81,4.32,9.45,102,0
09-03-2025 17:00,M01,84.62,4.13,6.76,90,0
09-03-2025 18:00,M05,66.24,4.67,7.85,127,0
09-03-2025 19:00,M01,49.59,4.29,7.41,95,0
09-03-2025 20:00,M05,77.23,3.63,9.27,125,0
09-03-2025 21:00,M04,77.33,4.86,7.37,126,0
09-03-2025 22:00,M02,61.47,3.11,7.95,127,0
09-03-2025 23:00,M02,67.17,4.26,8.61,148,0
10-03-2025 00:00,M02,97.04,2.76,8.65,104,0
10-03-2025 01:00,M02,72.56,4.16,9.06,116,0
10-03-2025 02:00,M02,80.85,4.15,8.25,142,0
10-03-2025 03:00,M02,69.79,5.34,7.5,108,0
10-03-2025 04:00,M02,58.28,2.75,7.58,137,0
10-03-2025 05:00,M04,73.64,3.52,8.03,110,0
10-03-2025 06:00,M01,72.88,4.66,8.3,147,0
10-03-2025 07:00,M03,71.8,4.27,7.82,120,0
10-03-2025 08:00,M05,74.08,4.14,8.02,129,0
10-03-2025 09:00,M03,77.11,3.24,6.18,123,0
10-03-2025 10:00,M03,73.8,3.53,8.8,88,0
10-03-2025 11:00,M01,64.89,5,8.22,138,0
10-03-2025 12:00,M01,78.89,3.96,9.2,106,0
10-03-2025 13:00,M01,59.41,4.3,8,138,0
10-03-2025 14:00,M02,58.6,3.91,5.91,82,0
10-03-2025 15:00,M04,80.91,3.05,7.57,86,0
10-03-2025 16:00,M02,79.06,4.75,7.76,95,0
10-03-2025 17:00,M04,74.54,4.4,8.89,128,0
10-03-2025 18:00,M04,63.84,5.84,5.52,111,0
10-03-2025 19:00,M03,69.34,3.19,8.05,123,0
10-03-2025 20:00,M03,72.9,4.66,8.62,98,0
10-03-2025 21:00,M04,62.23,2.95,7.21,82,0
10-03-2025 22:00,M04,69.09,4.13,8.09,139,0
10-03-2025 23:00,M02,80.22,4.78,7.25,114,0
11-03-2025 00:00,M02,86.42,2.34,7.12,108,0
11-03-2025 01:00,M03,71.64,3.84,7.51,149,0
11-03-2025 02:00,M01,81.05,3.55,7.15,124,0
11-03-2025 03:00,M04,59.69,3.44,8.82,106,0
11-03-2025 04:00,M02,80.28,4.31,7.12,148,0
11-03-2025 05:00,M03,68.57,4.9,6.92,114,0
11-03-2025 06:00,M02,77.46,3.89,10.12,98,1
11-03-2025 07:00,M04,73.02,4.16,9.15,96,0
11-03-2025 08:00,M04,85.56,4.09,5.77,114,0
11-03-2025 09:00,M05,68,4,7.08,109,0
11-03-2025 10:00,M01,80.02,3.13,8.29,127,0
11-03-2025 11:00,M05,72.76,4.89,8.39,136,0
11-03-2025 12:00,M03,73.73,4.24,6.21,96,0
11-03-2025 13:00,M02,73.53,4.32,9.39,94,0
11-03-2025 14:00,M03,68.23,3.35,8.99,93,0
11-03-2025 15:00,M04,74.89,3.63,8.58,93,0
11-03-2025 16:00,M05,74.5,3.86,9.63,124,0
11-03-2025 17:00,M05,76.93,2.77,8.54,117,0
11-03-2025 18:00,M05,75.68,2.65,8.54,142,0
11-03-2025 19:00,M03,81.38,3.52,9.87,90,0
11-03-2025 20:00,M04,82.39,4.42,9.32,127,0
11-03-2025 21:00,M02,66.6,3.48,6.99,105,0
11-03-2025 22:00,M02,81.95,3.18,8.76,146,0
11-03-2025 23:00,M03,65.51,3.35,7.2,104,0
12-03-2025 00:00,M05,79.7,3.64,8.6,140,0
12-03-2025 01:00,M01,79.96,3.72,8.57,105,0
12-03-2025 02:00,M03,59.71,5.73,6.34,113,0
12-03-2025 03:00,M03,75.74,4.84,7.85,88,0
12-03-2025 04:00,M04,71.25,4.82,8.32,119,0
12-03-2025 05:00,M02,68.93,4.93,7.48,86,0
12-03-2025 06:00,M03,85.81,3.2,8.38,109,0
12-03-2025 07:00,M03,69.77,3.02,8.97,145,0
12-03-2025 08:00,M05,68.55,3.11,7.96,109,0
12-03-2025 09:00,M05,75.61,5.07,8.27,147,0
12-03-2025 10:00,M01,80.48,3.56,9.66,137,0
12-03-2025 11:00,M04,73.87,3,8.57,134,0
12-03-2025 12:00,M01,84.33,3.66,8.24,93,0
12-03-2025 13:00,M05,79.25,3.81,6.85,116,0
12-03-2025 14:00,M02,57.57,4.21,8.81,123,0
12-03-2025 15:00,M05,70.76,4.2,8.4,85,0
12-03-2025 16:00,M04,70.51,3.34,9.54,105,0
12-03-2025 17:00,M05,78.83,4.55,8.06,93,0
12-03-2025 18:00,M04,54,3.49,5.82,87,0
12-03-2025 19:00,M04,95.39,3.87,5.96,103,0
12-03-2025 20:00,M04,79.25,4.55,8.88,118,0
12-03-2025 21:00,M04,76.19,3.49,7.32,128,1
12-03-2025 22:00,M04,84.45,3.54,8.52,142,1
12-03-2025 23:00,M02,93.75,4.47,8.14,105,0
13-03-2025 00:00,M01,81.97,3.31,7.8,89,0
13-03-2025 01:00,M03,82.59,3.69,7.88,137,0
13-03-2025 02:00,M01,76.05,4.44,6.96,93,1
13-03-2025 03:00,M04,73.87,5.64,7.98,118,0
13-03-2025 04:00,M02,71.19,4.48,7.3,110,0
13-03-2025 05:00,M05,68.39,4.38,7.55,129,0
13-03-2025 06:00,M02,69.5,4.42,7.61,95,0
13-03-2025 07:00,M04,64.2,3.14,7.73,130,0
13-03-2025 08:00,M02,74.39,4.09,9.11,94,0
13-03-2025 09:00,M02,61.52,3.98,7.84,117,0
13-03-2025 10:00,M04,76.53,4.26,9.23,100,0
13-03-2025 11:00,M02,74.71,4.09,9.85,95,0
13-03-2025 12:00,M03,76.18,4.3,9.03,146,0
13-03-2025 13:00,M03,70.82,3.75,8.64,144,0
13-03-2025 14:00,M02,99.61,4.05,8.39,92,0
13-03-2025 15:00,M05,85.88,3.02,9.04,143,0
13-03-2025 16:00,M04,65.04,3.74,8.11,140,0
13-03-2025 17:00,M03,76.86,5.11,9.18,111,0
13-03-2025 18:00,M05,70.14,4.26,8.74,91,0
